,Dummy_application_id,ever60_24m_StrictFlag,NATURE_OF_ORGANISATION,OCCUPATION_TYPE,Max_dependent,LTV,Doc_form_16,income_max,income_sum,income_min,edu_max,edu_min,age_max,age_min,cnt_coapplicant,REQUESTED_TENURE,PROPERTY_INSURANCE_AMT,Organization_type,SALARIED_SELF,CHANNEL_CODE,City_tier,FOIR2,Loan_sub_type_1,SAL_FLAG,emi_income_max,emi_income_sum,All_No_of_TL,All_open_TL,All_Vin_bureau,All_min_Vin_bureau,All_Delq_TL_24_M,No_of_enq_All,Latest_Bureau_prd,Bureau_TL
9029,10064921,0,Private Ltd. Co.,SALARIED,2,0.69922789,0,14800.0,24516.0,9716.0,3,3,31,30,1,360.0,24823.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,59.31636482,Builder UNC,SAL,0.982567568,0.593163648,1,-999,35,35,1,13,TWL,8.<36 TWL GL
9030,10065191,0,Government,SELF-EMPLOYED,2,0.377928949,0,0.0,0.0,0.0,3,3,47,41,1,240.0,0.0,2.Govt,SELF_EMP,DSA,3,,Builder Ready,NONSAL,,,1,1,1,1,0,1,CC,2.<6 CC
9031,10066709,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,2,0.85,1,24772.0,24772.0,0.0,3,3,32,23,1,240.0,10143.0,3.Private Ltd Co,SALARIED,DSA,1,43.50880026,Builder Ready,SAL,0.435088003,0.435088003,13,5,57,12,0,8,CL,10.<36 Others
9032,10066777,1,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.652173913,0,23057.5,23057.5,0.0,3,3,38,34,1,300.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.600368644,0.600368644,2,1,8,4,0,5,GL,5.<6 Others
9033,10066961,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.474988203,0,23063.5,23063.5,0.0,2,2,44,38,1,168.0,6985.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,34.02345698,Builder Ready,NONSAL,0.252867084,0.252867084,1,-999,59,59,0,3,TWL,12.>36 PL TWL GL
9034,10067047,0,Proprietor-Proprietorship Firm (Staff Less than 25),SALARIED,3,0.549201162,1,15000.0,15000.0,0.0,3,2,46,21,2,216.0,0.0,3.Private Ltd Co,SALARIED,DSA,3,43.36,Builder Ready,SAL,0.4336,0.4336,2,1,20,20,0,2,AL,7.<36 AL HL LAS
9035,10067149,0,Others,SALARIED,2,0.525,0,55687.0,55687.0,0.0,4,2,57,27,1,240.0,0.0,1.Others,SALARIED,CROSS SALES,2,,Others+P_Cons,SAL,0.362669923,0.362669923,3,3,28,4,0,4,CL,4.<6 BL CL Oth
9036,10067253,0,Public Ltd. Co.,SALARIED,3,0.6435845,1,19260.0,19260.0,0.0,3,1,55,24,1,312.0,27169.0,4.Public Ltd. Co.,SALARIED,CROSS SALES,3,,Builder Ready,SAL,0.599740395,0.599740395,1,1,6,6,0,2,CC,9.<36 CC
9037,10067321,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.788562351,0,28383.4167,28383.4167,0.0,4,4,31,30,1,360.0,24339.0,3.Private Ltd Co,SELF_EMP,DSA,2,57.11785925,Resale Ready,NONSAL,0.571178592,0.571178592,2,1,60,8,0,2,CL,10.<36 Others
9038,10067403,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,4,0.591877167,0,20433.3333,20433.3333,0.0,2,2,47,41,1,216.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,59.04078313,Resale Ready,NONSAL,0.590407831,0.590407831,3,-999,87,12,0,2,BL,10.<36 Others
9039,10067437,0,Director-Pvt. Ltd. Co. (Staff Less than 50),SALARIED,0,0.520173646,0,34997.0,46697.0,11700.0,3,3,51,26,1,300.0,31018.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder Ready,SAL,0.795211018,0.595969763,6,2,55,14,0,5,CL,10.<36 Others
9040,10067459,0,Self Employed Professional,SELF-EMPLOYED,3,0.659518741,1,32638.1667,32638.1667,0.0,2,1,40,32,1,300.0,19697.0,1.Others,SELF_EMP,DSA,2,43.94241911,Builder UNC,NONSAL,0.371712055,0.371712055,1,1,21,21,0,5,TWL,8.<36 TWL GL
9041,10067667,0,Self Employed Professional,SELF-EMPLOYED,2,0.349712003,0,26123.9167,26123.9167,0.0,3,3,48,41,1,180.0,23773.0,1.Others,SELF_EMP,CROSS SALES,3,44.22001545,Builder Ready,NONSAL,0.442200154,0.442200154,1,-999,49,49,0,2,HL,13.>36 Others
9042,10071341,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,1,0.4138464,1,24799.6667,24799.6667,0.0,3,2,44,27,1,240.0,10000.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.408150647,0.408150647,2,-999,83,57,0,2,TWL,12.>36 PL TWL GL
9043,10072219,0,Others,PROPRIETOR,2,0.8412856,0,30448.0833,30448.0833,0.0,2,2,43,42,1,264.0,25920.0,1.Others,SELF_EMP,CROSS SALES,2,,Resale Ready,NONSAL,0.657512652,0.657512652,2,-999,70,38,0,1,PL,12.>36 PL TWL GL
9044,10073033,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.685753809,0,24868.3333,24868.3333,0.0,2,2,37,35,1,240.0,18711.0,3.Private Ltd Co,SELF_EMP,DSA,3,,Builder Ready,NONSAL,0.529468535,0.529468535,1,1,13,13,0,1,HL,7.<36 AL HL LAS
9045,10075183,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,0,0.7661776,0,29672.0,29672.0,0.0,4,4,39,39,1,240.0,0.0,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.620854678,0.620854678,10,4,34,2,5,19,GL,5.<6 Others
9046,10075387,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.697247706,0,26640.5833,26640.5833,0.0,2,2,36,32,1,120.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,24.65786851,Resale Ready,NONSAL,0.246578685,0.246578685,1,1,21,21,0,1,Others,10.<36 Others
9047,10075505,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.435332667,0,39311.75,64307.75,24996.0,3,3,48,48,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,1,,Builder Ready,NONSAL,0.672292635,0.410976904,3,3,57,9,0,25,PL,6.<36 PL
9048,10076459,0,Public Ltd. Co.,SALARIED,0,0.691623188,0,16761.0,28672.0,11911.0,4,3,26,25,1,240.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,1,53.6655971,Resale Ready,SAL,0.818626574,0.478550502,3,3,57,19,2,1,TWL,8.<36 TWL GL
9049,10076573,0,Private Ltd. Co.,SALARIED,1,0.478085625,1,11693.0,11693.0,0.0,2,2,39,36,1,228.0,23745.0,3.Private Ltd Co,SALARIED,DSA,1,,Builder Ready,SAL,0.639784486,0.639784486,2,1,63,3,0,4,CL,4.<6 BL CL Oth
9050,10076669,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,2,0.849473327,0,39179.0,39179.0,0.0,4,3,50,49,1,180.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.547002221,0.547002221,11,9,87,4,0,13,AL,5.<6 Others
9051,10076833,0,Partner-Partnership Firm (Staff More than 25),SALARIED,1,0.796275604,0,42800.0,42800.0,0.0,4,3,40,39,1,228.0,26842.0,3.Private Ltd Co,SALARIED,DSA,1,60.46962617,Builder Ready,SAL,0.604696262,0.604696262,1,1,27,27,0,1,CC,9.<36 CC
9052,10077539,0,Private Ltd. Co.,SALARIED,3,0.531627263,0,76252.0,76252.0,0.0,3,2,52,33,1,180.0,10379.0,3.Private Ltd Co,SALARIED,DIRECT,1,56.89817972,Builder UNC,SAL,0.342535278,0.342535278,9,7,134,6,0,29,CL,10.<36 Others
9053,10078791,0,Private Ltd. Co.,SALARIED,3,0.825567467,1,16781.0,27778.0,10997.0,2,2,32,28,1,240.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,,Builder UNC,SAL,0.887134259,0.535927713,1,-999,62,62,0,1,TWL,12.>36 PL TWL GL
9054,10079229,0,Public Sector Undertaking,SALARIED,0,0.306376593,0,24000.0,24000.0,0.0,3,3,30,28,1,240.0,20000.0,2.Govt,SALARIED,DSA,1,44.47083333,Builder Ready,SAL,0.444708333,0.444708333,4,1,48,2,0,3,CL,4.<6 BL CL Oth
9055,10079285,1,Self Employed Professional,SELF-EMPLOYED,2,0.850428532,0,40940.1667,40940.1667,0.0,3,3,28,26,1,300.0,27509.0,1.Others,SELF_EMP,CROSS SALES,2,,Builder UNC,NONSAL,0.698727003,0.698727003,7,3,43,1,1,13,GL,5.<6 Others
9056,10079315,0,Private Ltd. Co.,SALARIED,4,0.276482667,0,15000.0,25000.0,10000.0,3,3,32,30,1,180.0,19019.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,,Self Construction,SAL,0.635466667,0.38128,3,1,44,12,2,5,GL,8.<36 TWL GL
9057,10080795,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.457142857,0,32222.5,32222.5,0.0,1,1,45,44,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder Ready,NONSAL,0.47752347,0.47752347,8,4,111,26,3,16,GL,8.<36 TWL GL
9058,10080943,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.787859301,1,24336.75,24336.75,0.0,3,3,31,29,1,240.0,10360.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,33.53775668,Builder UNC,NONSAL,0.335377567,0.335377567,2,1,24,12,0,7,PL,6.<36 PL
9059,10081115,0,Proprietor-Proprietorship Firm (Staff More than 25),CONTRACTOR,2,0.406149423,1,323403.0,323403.0,0.0,4,3,38,32,1,240.0,46392.0,3.Private Ltd Co,SELF_EMP,ALTERNATE CHANNELS,2,,Self Construction,NONSAL,0.066078546,0.066078546,12,1,96,9,0,8,AL,7.<36 AL HL LAS
9060,10085061,0,Government,SALARIED,3,0.789577576,0,25376.0,48476.0,23100.0,3,2,54,27,1,240.0,0.0,2.Govt,SALARIED,DSA,3,57.00552851,Builder UNC,SAL,1.088981715,0.570055285,2,2,9,9,0,3,AL,7.<36 AL HL LAS
9061,10085529,0,Public Ltd. Co.,SALARIED,0,,0,22662.0,22662.0,22662.0,0,0,48,48,0,240.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,1,,Others+P_Cons,SAL,,,2,1,45,37,0,4,TWL,12.>36 PL TWL GL
9062,10087279,0,Proprietor-Proprietorship Firm (Staff Less than 25),MANUFACTURING,0,0.444617477,0,35556.5,35556.5,0.0,3,3,52,40,1,156.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,36.16778929,Self Construction,NONSAL,0.361677893,0.361677893,2,1,39,4,0,7,CC,2.<6 CC
9063,10087305,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,2,0.6158776,1,56046.94,56046.94,0.0,2,2,31,30,1,240.0,10000.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.268756867,0.268756867,1,1,32,32,0,3,BL,10.<36 Others
9064,10087573,0,Government,SALARIED,0,0.795568193,0,38248.0,38248.0,0.0,4,3,34,30,1,300.0,0.0,2.Govt,SALARIED,CROSS SALES,2,,Resale Ready,SAL,0.583455344,0.583455344,1,1,19,19,0,-11111,CC,9.<36 CC
9065,10087621,1,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.715488215,0,26680.4167,26680.4167,0.0,2,2,36,35,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,2,,Builder Ready,NONSAL,0.311689285,0.311689285,2,1,37,2,0,1,GL,5.<6 Others
9066,10088913,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.841750842,0,30853.75,30853.75,0.0,3,2,33,33,1,300.0,0.0,3.Private Ltd Co,SELF_EMP,UBL Sales,1,,Builder Ready,NONSAL,0.448665073,0.448665073,4,2,94,4,0,25,TWL,5.<6 Others
9067,10088941,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.543141035,1,25433.5,25433.5,0.0,2,2,39,37,1,300.0,22550.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,27.59352822,Builder UNC,NONSAL,0.275935282,0.275935282,1,1,94,94,0,-11111,BL_PSL,12.>36 PL TWL GL
9068,10088945,0,Private Ltd. Co.,PROPRIETOR,0,0.660320571,1,28538.0,28538.0,0.0,2,2,38,38,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,3,,Builder UNC,NONSAL,0.757551335,0.757551335,4,4,22,1,0,-11111,GL,5.<6 Others
9069,10088947,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,3,0.5,1,376426.37,376426.37,0.0,2,2,32,30,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.02419331,0.02419331,2,2,13,12,0,11,AL,7.<36 AL HL LAS
9070,10089003,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,2,0.323273092,0,21216.8333,21216.8333,0.0,2,2,29,26,1,240.0,18040.0,3.Private Ltd Co,SELF_EMP,DSA,1,23.83484815,Builder Ready,NONSAL,0.238348482,0.238348482,1,-999,62,62,0,3,TWL,12.>36 PL TWL GL
9071,10089203,0,Self Employed Professional,SELF-EMPLOYED,1,0.637956825,0,26122.0,26122.0,0.0,2,2,44,39,1,192.0,4782.0,1.Others,SELF_EMP,DSA,2,,Resale Ready,NONSAL,0.407089809,0.407089809,12,4,103,13,0,24,CL,10.<36 Others
9072,10089221,1,Government,SALARIED,2,0.8390025,1,42666.0,42666.0,0.0,3,2,50,41,1,96.0,0.0,2.Govt,SALARIED,CROSS SALES,1,,Self Construction,SAL,0.595743683,0.595743683,5,4,50,11,3,18,TWL,8.<36 TWL GL
9073,10089679,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,1,0.733957895,1,27958.3333,27958.3333,0.0,3,2,40,35,1,300.0,14038.0,3.Private Ltd Co,SELF_EMP,DSA,3,57.31743673,Builder Ready,NONSAL,0.573174367,0.573174367,3,-999,47,37,0,3,PL,12.>36 PL TWL GL
9074,10089733,0,Private Ltd. Co.,SALARIED,0,0.736842105,0,34566.0,34566.0,0.0,3,2,37,34,1,276.0,0.0,3.Private Ltd Co,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.723369785,0.723369785,4,1,111,46,0,27,TWL,12.>36 PL TWL GL
9075,10089737,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,2,0.839415789,1,42697.6667,42697.6667,0.0,2,1,46,37,1,216.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.932158665,0.932158665,1,1,15,15,0,2,TWL,8.<36 TWL GL
9076,10089791,0,MNC,SALARIED,0,0.519573,0,48123.0,81949.1667,33826.1667,3,3,30,30,1,300.0,0.0,5.MNC,SALARIED,DSA,1,,Builder Ready,SAL,0.597822247,0.351059091,16,11,103,5,0,70,CL,4.<6 BL CL Oth
9077,10089835,0,Others,SALARIED,0,0.405142857,0,75033.0,75033.0,0.0,4,4,31,31,1,216.0,0.0,1.Others,SALARIED,UBL Sales,1,,Builder UNC,SAL,0.191395786,0.191395786,8,5,41,4,0,8,CC,2.<6 CC
9078,10089885,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.631770303,1,26269.5833,26269.5833,0.0,3,2,38,33,1,240.0,11954.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,38.68732855,Builder UNC,NONSAL,0.386873286,0.386873286,1,1,9,9,0,2,TWL,8.<36 TWL GL
9079,10089895,0,Public Ltd. Co.,SALARIED,1,0.522694171,0,27504.0,41354.0,13850.0,4,3,34,27,1,240.0,0.0,4.Public Ltd. Co.,SALARIED,DSA,2,59.78623591,Others+P_Cons,SAL,0.898923793,0.597862359,7,5,148,7,0,8,PL,6.<36 PL
9080,10090055,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,4,0.821610795,0,23840.0,45639.0,21799.0,3,3,51,29,1,240.0,21252.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,59.83479042,Builder UNC,SAL,1.009941275,0.527553189,5,3,176,11,0,7,TWL,8.<36 TWL GL
9081,10090165,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.529147191,1,24542.6667,24542.6667,0.0,3,3,32,28,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.239175313,0.239175313,1,1,21,21,0,1,HL,7.<36 AL HL LAS
9082,10091773,0,Proprietor-Proprietorship Firm (Staff More than 25),SERVICES,0,0.716202744,0,38118.0833,38118.0833,0.0,2,2,34,32,1,360.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,48.67243679,Resale Ready,NONSAL,0.486724368,0.486724368,1,1,28,28,1,2,AL,7.<36 AL HL LAS
9083,10091921,1,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,2,0.55,1,30000.0,30000.0,0.0,3,3,44,26,1,240.0,22822.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,42.06666667,Self Construction,NONSAL,0.420666667,0.420666667,1,-999,56,56,0,3,TWL,12.>36 PL TWL GL
9084,10091959,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.227352611,1,40000.0,40000.0,0.0,4,3,41,31,1,276.0,44491.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,55.1975,Self Construction,NONSAL,0.551975,0.551975,4,3,68,6,1,4,Others,10.<36 Others
9085,10092099,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.570781485,0,27000.0,27000.0,0.0,1,1,54,50,1,132.0,7572.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.600740741,0.600740741,4,2,74,19,1,15,TWL,8.<36 TWL GL
9086,10092133,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.6735375,0,28857.4167,28857.4167,0.0,3,3,40,35,1,240.0,19019.0,3.Private Ltd Co,SELF_EMP,DSA,2,38.10112358,Builder UNC,NONSAL,0.381011236,0.381011236,4,1,82,6,0,5,CC,9.<36 CC
9087,10092181,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.355097737,0,23227.6667,23227.6667,0.0,2,1,62,35,1,180.0,6793.0,3.Private Ltd Co,SELF_EMP,DSA,2,48.31307486,Resale Ready,NONSAL,0.483130749,0.483130749,1,1,5,5,0,2,CL,4.<6 BL CL Oth
9088,10093327,0,Proprietor-Proprietorship Firm (Staff More than 25),SALARIED,2,0.351833784,0,19800.0,19800.0,0.0,4,1,33,33,1,180.0,8612.0,3.Private Ltd Co,SALARIED,CROSS SALES,3,28.1010101,Resale Ready,SAL,0.281010101,0.281010101,3,2,103,20,1,5,CC,9.<36 CC
9089,10093399,0,Government,SALARIED,1,0.634259259,0,20060.0,30742.0,10682.0,3,3,56,24,1,240.0,0.0,2.Govt,SALARIED,CROSS SALES,1,59.83995836,Builder Ready,SAL,0.917048853,0.598399584,1,-999,44,44,0,4,CL,13.>36 Others
9090,10099487,0,Others,SERVICES,1,0.448899449,1,32307.5833,32307.5833,0.0,1,1,27,26,1,240.0,0.0,1.Others,SELF_EMP,DSA,3,60.72258583,Self Construction,NONSAL,0.607225858,0.607225858,2,2,15,15,0,1,CL,10.<36 Others
9091,10099545,0,Others,PROPRIETOR,2,0.75,0,36061.5,36061.5,0.0,2,2,28,20,1,240.0,0.0,1.Others,SELF_EMP,ALTERNATE CHANNELS,2,,Builder UNC,NONSAL,0.406943693,0.406943693,10,6,40,2,0,7,CL,4.<6 BL CL Oth
9092,10099579,0,Private Ltd. Co.,SALARIED,0,0.666666667,0,100000.0,100000.0,0.0,4,3,42,34,1,240.0,0.0,3.Private Ltd Co,SALARIED,DSA,2,,Builder UNC,SAL,0.29349,0.29349,2,1,14,9,0,24,AL,7.<36 AL HL LAS
9093,10099969,0,Government,SALARIED,2,0.4,0,17138.0,17138.0,0.0,3,3,29,29,1,240.0,0.0,2.Govt,SALARIED,UBL Sales,1,,Resale Ready,SAL,0.561150659,0.561150659,1,1,16,16,0,2,CC,9.<36 CC
9094,10101033,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.84,0,34610.0833,34610.0833,0.0,2,2,32,23,1,240.0,18475.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,31.94444782,Resale Ready,NONSAL,0.319444478,0.319444478,1,-999,25,25,0,2,CC,9.<36 CC
9095,10101129,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,1,0.413500507,1,50000.0,50000.0,0.0,2,1,50,25,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.30312,0.30312,1,1,9,9,0,1,TWL,8.<36 TWL GL
9096,10101423,0,Private Ltd. Co.,SERV-PRIVATE SECTOR,0,0.830809654,0,20751.0,35867.0,15116.0,3,3,36,27,1,240.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,1,55.8702986,Builder UNC,SAL,0.842658185,0.48752335,8,4,140,9,0,7,Others,10.<36 Others
9097,10103519,0,Government,SALARIED,2,0.795263551,0,58125.0,89149.0,31024.0,4,3,35,35,1,240.0,23728.0,2.Govt,SALARIED,CROSS SALES,2,59.03823935,Builder Ready,SAL,0.570941935,0.372253194,4,2,98,25,1,7,AL,7.<36 AL HL LAS
9098,10103545,0,Public Ltd. Co.,SALARIED,2,0.626375661,0,16830.0,16830.0,0.0,3,3,28,28,1,360.0,28256.0,4.Public Ltd. Co.,SALARIED,CROSS SALES,1,63.38680927,Builder Ready,SAL,0.633868093,0.633868093,3,1,35,13,0,8,PL,6.<36 PL
9099,10104111,0,Private Ltd. Co.,SALARIED,1,0.846526155,0,20000.0,38778.0,18778.0,4,3,41,35,1,180.0,5841.0,3.Private Ltd Co,SALARIED,ALTERNATE CHANNELS,3,38.12470989,Others+P_Cons,SAL,0.7392,0.381247099,1,1,13,13,1,2,CC,9.<36 CC
9100,10104215,0,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,0,0.621891949,1,274886.0,274886.0,0.0,2,2,51,29,1,240.0,8114.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,3.080913542,Builder Ready,NONSAL,0.030809135,0.030809135,8,2,77,5,0,3,CL,4.<6 BL CL Oth
9101,10104239,0,Proprietor-Proprietorship Firm (Staff Less than 25),PROPRIETOR,0,0.717467692,1,21501.3333,21501.3333,0.0,3,2,31,29,1,240.0,5727.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,41.29046267,Builder UNC,NONSAL,0.412904627,0.412904627,1,-999,106,106,0,1,TWL,12.>36 PL TWL GL
9102,10104379,0,Proprietor-Proprietorship Firm (Staff More than 25),TRADING,1,0.670608546,0,31893.5833,49813.3333,17919.75,3,3,41,39,1,240.0,15486.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,28.96614028,Resale Ready,NONSAL,0.452410752,0.289661403,8,5,79,10,0,6,HL,7.<36 AL HL LAS
9103,10106311,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.598825788,0,20481.9294,20481.9294,0.0,2,2,34,33,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,2,,Builder Ready,NONSAL,0.560152307,0.560152307,2,-999,34,27,0,2,CL,10.<36 Others
9104,10107163,1,Others,SELF-EMPLOYED,2,0.2,0,39716.0833,39716.0833,0.0,3,2,55,34,1,240.0,0.0,1.Others,SELF_EMP,CROSS SALES,2,,Builder Ready,NONSAL,0.098524317,0.098524317,3,1,59,9,2,11,Others,10.<36 Others
9105,10107209,0,Proprietor-Proprietorship Firm (Staff Less than 25),SELF-EMPLOYED,0,0.248721735,0,27713.0833,27713.0833,27713.0833,3,3,33,27,1,120.0,9068.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,3,48.9913008,Builder Ready,NONSAL,0.489913008,0.489913008,3,1,41,8,0,4,TWL,8.<36 TWL GL
9106,10107213,0,Government,SALARIED,1,0.58075,0,29791.0,29791.0,0.0,3,3,32,28,1,360.0,0.0,2.Govt,SALARIED,CROSS SALES,1,,Builder Ready,SAL,0.664227451,0.664227451,1,1,18,18,0,1,CC,9.<36 CC
9107,10107229,0,Government,SALARIED,1,0.606779661,0,16200.0,24762.0,8562.0,3,3,39,35,1,264.0,0.0,2.Govt,SALARIED,CROSS SALES,1,,Builder Ready,SAL,1.051790123,0.688110815,6,5,114,15,1,18,CC,9.<36 CC
9108,10107717,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,3,0.453006,1,32654.4167,32654.4167,0.0,3,3,38,30,1,300.0,70412.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,,Self Construction,NONSAL,0.640127802,0.640127802,5,4,57,21,1,10,CC,9.<36 CC
9109,10108949,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,2,0.516129032,1,37535.6667,37535.6667,0.0,3,2,45,42,1,240.0,0.0,3.Private Ltd Co,SELF_EMP,DSA,1,,Builder Ready,NONSAL,0.204978376,0.204978376,1,1,4,4,0,2,AL,5.<6 Others
9110,10108951,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,2,0.641051429,0,20906.5833,20906.5833,0.0,2,2,32,29,1,240.0,13132.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,37.93063594,Builder Ready,NONSAL,0.379306359,0.379306359,1,-999,31,31,0,1,CL,10.<36 Others
9111,10109101,0,Private Ltd. Co.,SALARIED,3,0.394050285,0,18000.0,18000.0,0.0,2,2,51,44,1,108.0,7673.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,62.11666667,Self Construction,SAL,0.621166667,0.621166667,10,1,37,6,0,3,GL,8.<36 TWL GL
9112,10109461,0,Private Ltd. Co.,SALARIED,1,0.682171131,0,23133.0,23133.0,0.0,3,3,55,30,1,240.0,0.0,3.Private Ltd Co,SALARIED,CROSS SALES,2,37.98469719,Builder Ready,SAL,0.379846972,0.379846972,1,1,20,20,0,3,CC,9.<36 CC
9113,10110761,0,Government,SALARIED,0,0.733333333,0,17800.0,36452.0,6866.0,3,2,49,25,2,240.0,0.0,2.Govt,SALARIED,CROSS SALES,1,,Builder UNC,SAL,1.148033708,0.560600241,8,6,29,9,0,18,Others,10.<36 Others
9114,10110927,0,Proprietor-Proprietorship Firm (Staff More than 25),PROPRIETOR,0,0.765851501,1,22986.6667,22986.6667,0.0,3,3,32,23,1,300.0,9554.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,2,38.77465192,Builder Ready,NONSAL,0.387746519,0.387746519,6,5,62,3,0,6,Others,4.<6 BL CL Oth
9115,10110993,0,Proprietor-Proprietorship Firm (Staff More than 25),SELF-EMPLOYED,1,0.6216384,1,29652.3333,29652.3333,0.0,2,2,64,31,1,180.0,12227.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder Ready,NONSAL,0.280787347,0.280787347,2,1,40,3,0,9,TWL,5.<6 Others
9116,10111071,1,Proprietor-Proprietorship Firm (Staff Less than 25),SERVICES,3,,0,125000.0,125000.0,0.0,3,3,49,42,1,180.0,0.0,3.Private Ltd Co,SELF_EMP,CROSS SALES,1,,Builder Ready,NONSAL,,,5,5,9,2,0,9,BL_PSL,5.<6 Others
